Manufacturer|Model|Screen size|CPU Manufacturer|CPU Model|RAM Size|Storage size|Storage Type|System|Color
Dell|Inspiron 5368|13.3|Intel|Core i5 6200U|8|1|HDD|Windows 10|Green
Lenovo|IdeaPad 110-15ISK|15.6|Intel|Core i3 6006U|4|1|HDD|No OS|White
Lenovo|ThinkPad E570|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|Silver
HP|EliteBook 850|15.6|Intel|Core i5 7300U|8|256|SSD|Windows 10|Green
Toshiba|Portege X30-D-10X|13.3|Intel|Core i5 7200U|4|128|SSD|Windows 10|Gold
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i5 7300HQ|8|1|HDD|No OS|Gray
Dell|XPS 13|13.3|Intel|Core i7 7660U|16|512|SSD|Windows 10|White
HP|Probook 450|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 10|Gray
Toshiba|Portg Z30-C-188|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 10|Gold
Lenovo|ThinkPad Yoga|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|Black
Acer|TMX349-G2-M-50FS|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Dell|Precision 3520|15.6|Intel|Core i7 7700HQ|8|1|HDD|Windows 10|White
Lenovo|ThinkPad L570|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Gray
Lenovo|IdeaPad 110-15ISK|15.6|Intel|Core i3 6006U|4|1|HDD|No OS|Green
Toshiba|Tecra A50-D-11D|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|Black
Lenovo|Thinkpad 13|13.3|Intel|Core i3 7100U|4|1|SSD|Windows 10|Green
Samsung|Notebook 9|15.0|Intel|Core i7 7500U|16|256|SSD|Windows 10|Gray
Dell|Latitude 7280|12.5|Intel|Core i7 7600U|8|256|SSD|Windows 10|Gold
Asus|X541NA-GO121|15.6|Intel|Pentium Quad Core N4200|4|1|HDD|Linux|Black
Xiaomi|Mi Notebook|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 10|Green
Dell|Vostro 5568|15.6|Intel|Core i5 7200U|4|128|SSD|Windows 10|Green
HP|ProBook 450|15.6|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gold
HP|EliteBook x360|13.3|Intel|Core i5 7200U|4|256|SSD|Windows 10|Silver
HP|Pavilion x360|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Green
Asus|VivoBook L402NA|14.1|Intel|Celeron Dual Core N3350|4|32|Flash|Windows 10|Green
Lenovo|IdeaPad 510-15ISK|15.6|Intel|Core i7 6500U|8|1|HDD|Windows 10|Green
Dell|Inspiron 3552|15.6|Intel|Pentium Quad Core N3710|4|500|HDD|Windows 10|White
HP|EliteBook x360|13.3|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gold
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|4|1|HDD|Linux|Blue
Asus|Rog GL753VD-GC082T|17.3|Intel|Core i5 7300HQ|12|128|SSD|Windows 10|Blue
Acer|Chromebook C731-C78G|11.6|Intel|Celeron Dual Core N3060|4|32|Flash|Chrome OS|White
Lenovo|IdeaPad 110-17ACL|17.3|AMD|A4-Series 7210|4|500|HDD|Windows 10|White
HP|Probook 640|14.0|Intel|Core i5 7200U|4|128|SSD|Windows 10|Green
HP|Envy x360|13.3|Intel|Core i7 7500U|16|256|SSD|Windows 10|Black
Samsung|Notebook 9|15.0|Intel|Core i7 7500U|8|256|SSD|Windows 10|Gray
Lenovo|ThinkPad T470s|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
MSI|GS73VR Stealth|17.3|Intel|Core i7 6700HQ|16|512|SSD|Windows 10|Silver
Toshiba|Portege X30-D-10V|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|8|1|HDD|Linux|Green
HP|ProBook 450|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|White
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|4|1|HDD|Windows 10|Silver
Dell|Latitude 5580|15.6|Intel|Core i5 7300U|8|500|HDD|Windows 10|Black
Dell|XPS 13|13.3|Intel|Core i7 7Y75|8|512|SSD|Windows 10|Gray
Asus|G701VO-IH74K|17.3|Intel|Core i7 6820HK|32|256|SSD|Windows 10|Black
Dell|XPS 13|13.3|Intel|Core i7 7Y75|16|256|SSD|Windows 10|Green
Lenovo|ThinkPad X1|14.0|Intel|Core i7 7500U|8|256|Flash|Windows 10|Green
Lenovo|ThinkPad T570|15.6|Intel|Core i5 7200U|8|512|SSD|Windows 10|Green
LG|Gram 15Z970|15.6|Intel|Core i7 7500U|16|512|SSD|Windows 10|Gold
HP|Elitebook 820|12.5|Intel|Core i7 7500U|8|512|SSD|Windows 10|Black
Acer|Chromebook CB5-571-C1DZ|15.6|Intel|Celeron Dual Core 3205U|4|16|Flash|Chrome OS|Green
Lenovo|IdeaPad Y700-15ISK|15.6|Intel|Core i5 6300HQ|8|128|SSD|Windows 10|Black
LG|Gram 14Z970|14.0|Intel|Core i7 7500U|8|512|SSD|Windows 10|Gold
Dell|Latitude 5480|14.0|Intel|Core i5 7440HQ|8|256|SSD|Windows 10|Black
HP|Elitebook Folio|12.5|Intel|Core M 6Y75|8|240|SSD|Windows 10|Silver
Lenovo|IdeaPad 510-15IKB|15.6|Intel|Core i7 7500U|6|256|SSD|Windows 10|Silver
HP|ProBook 450|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|Green
Acer|Aspire E5-575|15.6|Intel|Core i3 7100U|4|1|HDD|Windows 10|Silver
Lenovo|ThinkPad 13|13.3|Intel|Core i5 7200U|4|128|SSD|Windows 10|Blue
HP|Probook 430|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Green
MSI|GE72VR 6RF|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Blue
Dell|Inspiron 7567|15.6|Intel|Core i7 7700HQ|16|128|SSD|Windows 10|Blue
MSI|GL62M 7RD|15.6|Intel|Core i5 7300HQ|8|128|SSD|Windows 10|Silver
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|4|1|HDD|Windows 10|Silver
HP|EliteBook 850|15.6|Intel|Core i7 6500U|8|256|SSD|Windows 10|White
HP|Envy 13-AB077cl|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|Gray
Toshiba|Tecra Z50-C-140|15.6|Intel|Core i7 6600U|16|256|SSD|Windows 10|Silver
Lenovo|ThinkPad Yoga|13.3|Intel|Core i5 7200U|8|512|SSD|Windows 10|Green
Dell|Latitude 3580|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 10|Green
Lenovo|Thinkpad X270|12.5|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
HP|Probook 650|15.6|Intel|Core i5 6200U|8|256|SSD|Windows 10|Black
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|4|1|HDD|Windows 10|Green
HP|ProBook 640|14.0|Intel|Core i5 6200U|4|500|HDD|Windows 10|Blue
Lenovo|IdeaPad 320-15IAP|15.6|Intel|Pentium Quad Core N4200|4|1|HDD|Windows 10|Green
HP|EliteBook 820|12.5|Intel|Core i5 6200U|4|500|HDD|Windows 10|Green
HP|250 G6|15.6|Intel|Celeron Dual Core N3060|4|1|HDD|No OS|White
Lenovo|Yoga 900-13ISK|13.3|Intel|Core i7 6560U|16|1|SSD|Windows 10|White
Toshiba|Tecra Z40-C-12X|14.0|Intel|Core i5 6200U|4|128|SSD|Windows 10|Green
HP|EliteBook 820|12.5|Intel|Core i5 6200U|8|256|SSD|Windows 10|Blue
Dell|Vostro 3568|15.6|Intel|Core i3 6006U|4|1|HDD|Windows 10|Silver
MSI|GP62M Leopard|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Gray
Dell|Latitude 7480|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
Dell|Alienware 17|17.3|Intel|Core i7 6820HK|16|512|SSD|Windows 10|Gray
HP|Omen 17-W006na|17.3|Intel|Core i5 6300HQ|8|128|SSD|Windows 10|Green
Asus|X751SV-TY001T|17.3|Intel|Pentium Quad Core N3710|4|1|HDD|Windows 10|Blue
Acer|TravelMate P259-G2|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Gray
Toshiba|Tecra A50-C-1ZV|15.6|Intel|Core i5 6200U|8|256|SSD|Windows 10|Silver
Lenovo|Yoga 700-11ISK|11.3|Intel|Core M m7-6Y75|8|256|SSD|Windows 10|Black
Lenovo|IdeaPad Y700-15ACZ|15.6|AMD|FX 8800P|16|512|SSD|Windows 10|Gold
Dell|Latitude 7280|12.5|Intel|Core i5 7200U|8|256|SSD|Windows 10|White
Lenovo|IdeaPad 310-15IKB|15.6|Intel|Core i7 7500U|8|1|HDD|No OS|Silver
Dell|Insprion 5767|17.3|Intel|Core i3 6006U|4|1|HDD|Windows 10|Gray
Acer|Chromebook 14|14.0|Intel|Celeron Dual Core N3060|4|32|Flash|Chrome OS|Black
HP|ZBook Studio|15.6|Intel|Core i7 6820HQ|8|8|SSD|Windows 10|Green
Dell|Latitude 7480|14.0|Intel|Core i7 7600U|8|256|SSD|Windows 10|Blue
Toshiba|Portege Z30-C-1CW|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 7|Black
Asus|Chromebook Flip|12.5|Intel|Core M M7-6Y75|8|64|Flash|Chrome OS|Green
Lenovo|Thinkpad T460|14.0|Intel|Core i7 6600U|8|256|SSD|Windows 10|Silver
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|16|512|SSD|Windows 10|Blue
Dell|XPS 13|13.3|Intel|Core i5 7Y54|8|256|SSD|Windows 10|Black
HP|ProBook x360|11.6|Intel|Pentium Quad Core N4200|4|256|SSD|Windows 10|Green
Dell|XPS 13|13.3|Intel|Core i7 6500U|8|256|SSD|Windows 10|Gold
Acer|Chromebook C738T-C2EJ|11.6|Intel|Celeron Dual Core N3060|4|32|Flash|Chrome OS|Gold
Toshiba|Portege Z30-C-16Z|13.3|Intel|Core i5 6300U|8|256|SSD|Windows 10|White
Lenovo|ThinkPad X270|12.5|Intel|Core i5 7300U|8|256|SSD|Windows 10|White
Acer|Aspire F5-573G-510L|15.6|Intel|Core i5 7200U|12|128|SSD|Windows 10|Gold
Toshiba|Portege X20W-D-10V|12.5|Intel|Core i7 7500U|8|512|SSD|Windows 10|Gray
HP|ProBook 450|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|Green
Dell|Inspiron 3567|15.6|Intel|Core i3 6006U|4|1|HDD|Linux|Green
Dell|Latitude 5580|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Silver
HP|ProBook 450|15.6|Intel|Core i3 7100U|4|500|HDD|Windows 10|Silver
Dell|Alienware 17|17.3|Intel|Core i7 7700HQ|32|256|SSD|Windows 10|Black
Lenovo|IdeaPad 310-15IKB|15.6|Intel|Core i5 7200U|6|256|SSD|Windows 10|Blue
Dell|XPS 13|13.3|Intel|Core i7 7Y75|16|512|SSD|Windows 10|Blue
Dell|Latitude E7470|14.0|Intel|Core i7 6600U|8|256|SSD|Windows 10|Silver
Dell|Alienware 17|17.3|Intel|Core i7 6700HQ|32|256|SSD|Windows 10|Silver
Toshiba|Tecra A40-C-1DF|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 10|Black
Asus|Rog Strix|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Green
HP|Probook 450|15.6|Intel|Core i5 7200U|8|128|SSD|Windows 10|Silver
Lenovo|ThinkPad T460|14.0|Intel|Core i5 6200U|4|508|Hybrid|Windows 7|White
Asus|Q534UX-BHI7T19|15.6|Intel|Core i7 7500U|16|512|SSD|Windows 10|Gray
HP|15-bs053od|15.6|Intel|Core i7 7500U|6|1|HDD|Windows 10|White
Asus|Rog GL753VE-DS74|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gray
Dell|Inspiron 7579|15.6|Intel|Core i7 7500U|12|512|SSD|Windows 10|Silver
Toshiba|Portege Z30-C-1CV|13.3|Intel|Core i5 6200U|4|128|SSD|Windows 7|Gold
Lenovo|IdeaPad 320-15ABR|15.6|AMD|A12-Series 9720P|6|256|SSD|Windows 10|Gold
Fujitsu|LifeBook A556|15.6|Intel|Core i5 6200U|4|256|SSD|Windows 10|Silver
Toshiba|Tecra A40-C-1KF|14.0|Intel|Core i5 6200U|4|500|HDD|Windows 10|White
Dell|Inspiron 3567|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Blue
HP|Probook 450|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|Gold
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Black
Dell|Inspiron 5567|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|Green
Dell|Latitude 5480|14.0|Intel|Core i5 7200U|8|128|SSD|Windows 10|Gold
HP|EliteBook Folio|12.5|Intel|Core M 6Y75|8|512|SSD|Windows 10|Gold
HP|15-bs005nv|15.6|Intel|Core i3 6006U|4|128|SSD|Windows 10|Blue
Lenovo|V110-15IAP|15.6|Intel|Celeron Dual Core N3350|4|128|SSD|No OS|Silver
Lenovo|ThinkPad T560|15.6|Intel|Core i5 6200U|8|256|SSD|Windows 10|Silver
Dell|Inspiron 5378|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Asus|ZenBook UX310UA-FB485T|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gold
HP|Spectre 13-V111dx|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
Acer|Aspire ES1-533|15.6|Intel|Pentium Quad Core N4200|4|500|HDD|Windows 10|Silver
Asus|Rog GL553VE-DS74|15.6|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Silver
HP|EliteBook 840|14.0|Intel|Core i7 7500U|8|512|SSD|Windows 10|Gray
Acer|Nitro 5|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Gray
HP|ENVY -|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gray
Dell|Vostro 3568|15.6|Intel|Core i3 7100U|4|128|SSD|Windows 10|Blue
HP|Probook 440|14.0|Intel|Core i5 7200U|4|500|HDD|Windows 10|Silver
Toshiba|Portege Z30-C-16H|13.3|Intel|Core i5 6200U|4|128|SSD|Windows 10|Green
HP|EliteBook 840|14.0|Intel|Core i5 6300U|4|256|SSD|Windows 10|Green
HP|ProBook 640|14.0|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gold
HP|EliteBook 1040|14.0|Intel|Core i7 6600U|8|256|SSD|Windows 7|Gray
HP|ProBook 440|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|White
HP|Probook 440|14.0|Intel|Core i3 7100U|4|500|HDD|Windows 10|Silver
Dell|Inspiron 7567|15.6|Intel|Core i5 7300HQ|8|1|Hybrid|Windows 10|Black
HP|EliteBook 820|12.5|Intel|Core i5 7200U|4|500|HDD|Windows 10|Gray
HP|Elitebook 840|14.0|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gray
HP|EliteBook 840|14.0|Intel|Core i7 6500U|8|256|SSD|Windows 10|Black
HP|Probook 430|13.3|Intel|Core i3 7100U|4|500|HDD|Windows 10|Black
Toshiba|Portege A30-C-1CZ|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 10|Blue
HP|ProBook 450|15.6|Intel|Core i3 7100U|4|256|SSD|Windows 10|Silver
Lenovo|ThinkPad P70|17.3|Intel|Core i7 6820HQ|16|512|SSD|Windows 7|Blue
Toshiba|Tecra Z40-C-12Z|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 10|White
HP|EliteBook 1040|14.0|Intel|Core i7 6500U|8|256|SSD|Windows 10|Black
Dell|Inspiron 5568|15.6|Intel|Core i3 6100U|4|1|HDD|Windows 10|White
Toshiba|Portg Z30-C-16K|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 10|Silver
HP|Spectre 13-V100nv|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gold
HP|ProBook 440|14.0|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
Dell|Latitude E5570|15.6|Intel|Core i5 6300U|8|500|HDD|Windows 10|Green
HP|Elitebook 820|12.5|Intel|Core i5 7200U|4|256|SSD|Windows 10|Gray
HP|ProBook 650|14.0|Intel|Core i5 7200U|4|500|HDD|Windows 10|White
HP|ProBook 640|14.0|Intel|Core i5 7200U|4|500|HDD|Windows 10|Black
Dell|XPS 13|13.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
HP|Probook 470|17.3|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
HP|ProBook 440|14.0|Intel|Core i5 7200U|4|256|SSD|Windows 10|Green
Acer|Aspire 3|15.6|AMD|A9-Series 9420|6|1|HDD|Windows 10|Silver
MSI|GL72M 7RDX|17.3|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|Green
HP|Probook 640|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 7|Silver
HP|EliteBook 850|15.6|Intel|Core i7 6500U|8|256|SSD|Windows 10|Silver
HP|EliteBook 820|12.5|Intel|Core i7 6500U|8|256|SSD|Windows 10|Black
HP|ProBook 450|15.6|Intel|Core i5 7200U|4|500|HDD|Windows 10|Gray
Toshiba|Tecra Z40-C-136|14.0|Intel|Core i7 6600U|8|256|SSD|Windows 10|Gray
Dell|Latitude E5570|15.6|Intel|Core i5 6300U|8|256|SSD|Windows 7|Black
HP|ProBook 440|14.0|Intel|Core i5 7200U|8|256|SSD|Windows 10|Gold
Lenovo|Yoga 500-15ISK|15.6|Intel|Core i7 6500U|4|256|SSD|Windows 10|Black
Vero|V142|14.0|Intel|Atom X5-Z8350|2|32|Flash|Windows 10|Gray
Toshiba|Tecra A50-C-218|15.6|Intel|Core i7 6500U|16|256|SSD|Windows 10|Silver
Lenovo|Thinkpad L560|15.6|Intel|Core i5 6200U|8|256|SSD|Windows 10|Blue
HP|EliteBook 840|14.0|Intel|Core i5 6200U|4|500|HDD|Windows 10|Gray
HP|EliteBook 850|15.6|Intel|Core i5 6300U|8|256|SSD|Windows 10|White
HP|EliteBook 1040|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 7|Blue
MSI|GT72S Dominator|17.3|Intel|Core i7 6820HK|16|256|SSD|Windows 10|Blue
Lenovo|IdeaPad Y900-17ISK|17.3|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Green
Asus|Chromebook C202SA|11.6|Intel|Celeron Dual Core N3060|4|16|Flash|Chrome OS|Blue
Lenovo|ThinkPad X1|14.0|Intel|Core i7 6600U|16|256|SSD|Windows 7|Black
HP|Noteb Pav|15.6|Intel|Core i7 7500U|8|1|HDD|Windows 10|Gray
Dell|Inspiron 5578|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Black
HP|ProBook 450|15.6|Intel|Core i5 7200U|4|256|SSD|Windows 10|White
Dell|XPS 13|13.3|Intel|Core i7 7500U|16|1|SSD|Windows 10|Gray
HP|ProBook 650|15.6|Intel|Core i3 6100U|4|500|HDD|Windows 10|Gray
HP|250 G5|15.6|Intel|Core i5 7200U|4|500|HDD|No OS|Silver
Acer|Aspire ES1-523|15.6|AMD|A8-Series 7410|8|1|HDD|Windows 10|Silver
Dell|Inspiron 7378|13.3|Intel|Core i7 7500U|12|256|SSD|Windows 10|Gray
MSI|GT62VR 6RD|15.6|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|White
HP|ProBook 450|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
Asus|Rog G752VL-GC088D|17.3|Intel|Core i7 6700HQ|16|1|HDD|No OS|Blue
Dell|Inspiron 3567|15.6|Intel|Core i5 7200U|4|1|HDD|Windows 10|Green
Dell|Inspiron 5567|15.6|Intel|Core i7 7500U|16|2|HDD|Windows 10|White
MSI|GS63VR 6RF|15.6|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|Gold
Dell|XPS 13|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|Black
Asus|ROG G701VO|17.3|Intel|Core i7 6820HK|64|1|SSD|Windows 10|Green
Dell|Inspiron 5368|13.3|Intel|Core i7 6500U|8|256|SSD|Windows 10|Gold
Dell|Alienware 15|15.6|Intel|Core i7 6700HQ|16|256|SSD|Windows 10|Gray
Apple|MacBook 12|12.0|Intel|Core M|8|256|Flash|Mac OS X|Silver
Dell|Latitude 3570|15.6|Intel|Core i3 6100U|4|500|HDD|Windows 10|Black
HP|ProBook 650|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 10|Gold
HP|EliteBook 820|12.5|Intel|Core i5 6200U|8|256|SSD|Windows 7|Silver
HP|ProBook 430|13.3|Intel|Core i7 7500U|8|256|SSD|Windows 10|White
Lenovo|ThinkPad Yoga|12.5|Intel|Core i7 6500U|8|256|SSD|Windows 10|Silver
Lenovo|IdeaPad 300-17ISK|17.3|Intel|Core i5 6200U|8|1|HDD|Windows 10|Blue
Lenovo|Ideapad 700-15ISK|15.6|Intel|Core i5 6300HQ|4|1|HDD|Windows 10|Gray
MSI|GT72VR Dominator|17.3|Intel|Core i7 7700HQ|16|256|SSD|Windows 10|Gold
Lenovo|V110-15ISK|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 10|Black
HP|Probook 650|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 7|Silver
Lenovo|Yoga 900S-12ISK|12.5|Intel|Core M 6Y75|8|512|SSD|Windows 10|Black
Lenovo|IdeaPad Y900-17ISK|17.3|Intel|Core i7 6820HK|32|512|SSD|Windows 10|Black
Lenovo|Yoga Book|10.1|Intel|Atom x5-Z8550|4|64|Flash|Windows 10|Black
HP|Spectre x360|13.3|Intel|Core i7 7500U|16|512|SSD|Windows 10|White
Dell|Vostro 3568|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Blue
HP|EliteBook 840|14.0|Intel|Core i5 6200U|4|500|HDD|Windows 7|Gold
HP|ZBook 15u|15.6|Intel|Core i7 6500U|8|256|SSD|Windows 7|Blue
Lenovo|ThinkPad T460|14.0|Intel|Core i5 6200U|8|1|SSD|Windows 7|Blue
HP|Chromebook 13|13.3|Intel|Pentium Dual Core 4405Y|4|32|Flash|Chrome OS|Gold
Acer|Aspire ES1-523|15.6|AMD|A8-Series 7410|4|500|HDD|Windows 10|Gold
Dell|Inspiron 3552|15.6|Intel|Pentium Quad Core N3700|4|500|HDD|Linux|Gold
HP|250 G6|15.6|Intel|Core i3 6006U|4|1|HDD|No OS|Gold
Asus|Rog GL702VM-GC354T|17.3|Intel|Core i7 7700HQ|8|256|SSD|Windows 10|Gold
Dell|Inspiron 5370|13.3|Intel|Core i5 8250U|4|256|SSD|Windows 10|Gold
HP|Elitebook 820|12.5|Intel|Core i5 6200U|4|128|SSD|Windows 7|Gold
Acer|Aspire F5-573G|15.6|Intel|Core i5 7200U|8|256|SSD|Windows 10|Silver
Dell|Inspiron 5567|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|White
MSI|GS70 Stealth|17.3|Intel|Core i7 6700HQ|8|256|SSD|Windows 10|Gold
HP|250 G5|15.6|Intel|Pentium Quad Core N3710|4|1|HDD|Windows 10|White
Asus|G752VY-GC162T|17.3|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Gold
Dell|Latitude E5270|12.5|Intel|Core i3 6100U|4|500|HDD|Windows 7|Green
Dell|Latitude E5270|12.5|Intel|Core i3 6100U|4|128|SSD|Windows 7|Silver
Acer|Chromebook 15|15.6|Intel|Celeron Dual Core 3205U|4|16|SSD|Chrome OS|Green
HP|ZBook 17|17.3|Intel|Core i7 6700HQ|8|1|HDD|Windows 7|White
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i7 7700HQ|16|512|SSD|Windows 10|White
Dell|Latitude E5270|12.5|Intel|Core i5 6200U|8|256|SSD|Windows 7|Gray
MSI|GE72 Apache|17.3|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|Silver
Lenovo|Yoga 500-15ISK|15.6|Intel|Core i5 6200U|4|256|SSD|Windows 10|White
HP|15-bw011nv|15.6|AMD|A6-Series 9220|4|1|HDD|Windows 10|Green
Asus|Rog GL552VW-CN470T|15.6|Intel|Core i7 6700HQ|16|128|SSD|Windows 10|Gold
HP|EliteBook 1030|13.3|Intel|Core M 6Y54|8|256|SSD|Windows 10|Gold
Dell|Vostro 3559|15.6|Intel|Core i5 6200U|4|500|HDD|Windows 7|Blue
Lenovo|V110-15ISK|15.6|Intel|Core i3 6006U|4|128|SSD|Windows 10|Gold
HP|Spectre Pro|13.3|Intel|Core i7 6500U|8|512|SSD|Windows 10|White
Lenovo|Yoga Book|10.1|Intel|Atom x5-Z8550|4|64|Flash|Android|Gray
Dell|XPS 13|13.3|Intel|Core i7 7560U|8|256|SSD|Windows 10|Gold
Lenovo|IdeaPad Y900-17ISK|17.3|Intel|Core i7 6820HK|16|256|SSD|Windows 10|Gold
Razer|Blade Stealth|12.5|Intel|Core i7 6500U|8|256|SSD|Windows 10|Gold
Toshiba|Portege X30-D-10K|13.3|Intel|Core i7 7500U|16|512|SSD|Windows 10|Black
Asus|Rog GL752VW-T4308T|17.3|Intel|Core i7 6700HQ|8|128|SSD|Windows 10|Green
Vero|V131|13.3|Intel|Atom X5-Z8350|4|32|Flash|Windows 10|Green
HP|Spectre Pro|13.3|Intel|Core i5 6200U|8|256|SSD|Windows 10|Black
HP|EliteBook 1040|14.0|Intel|Core i5 6200U|8|256|SSD|Windows 7|Silver
Dell|Latitude E5570|15.6|Intel|Core i5 6200U|4|500|HDD|Linux|White
Asus|VivoBook Max|15.6|Intel|Core i3 7100U|4|1|HDD|Windows 10|White
Lenovo|ThinkPad Yoga|14.0|Intel|Core i7 6500U|8|256|SSD|Windows 10|Silver
Lenovo|Yoga Book|10.1|Intel|Atom x5-Z8550|4|64|Flash|Windows 10|White
HP|EliteBook 820|12.5|Intel|Core i5 6300U|8|256|SSD|Windows 7|Green
Lenovo|Legion Y520-15IKBN|15.6|Intel|Core i5 7300HQ|8|128|SSD|No OS|White
HP|Omen -|17.3|Intel|Core i5 6300HQ|8|128|SSD|Windows 10|Silver
HP|15-bs078cl|15.6|Intel|Core i7 7500U|8|2|HDD|Windows 10|Gray
Lenovo|ThinkPad P40|14.0|Intel|Core i7 6600U|8|512|SSD|Windows 7|Black
Asus|L403NA-GA013TS|14.0|Intel|Celeron Dual Core N3350|4|32|Flash|Windows 10|Blue
HP|250 G6|15.6|Intel|Core i7 7500U|8|256|SSD|Windows 10|Gold
Acer|Aspire E5-576G|15.6|Intel|Core i5 7200U|4|1|HDD|Windows 10|Black
Lenovo|IdeaPad 500-15ISK|15.6|Intel|Core i7 6500U|16|1|Hybrid|Windows 10|Silver
HP|ZBook 17|17.3|Intel|Core i7 6700HQ|8|256|SSD|Windows 7|Green
Dell|Inspiron 5567|15.6|Intel|Core i5 7200U|8|1|HDD|Windows 10|Green
MSI|GT72S Dominator|17.3|Intel|Core i7 6820HQ|16|256|SSD|Windows 10|Gold
HP|EliteBook 850|15.6|Intel|Core i7 6500U|8|256|SSD|Windows 7|Green
Lenovo|ThinkPad X1|14.0|Intel|Core i7 6600U|16|512|SSD|Windows 10|Gold
MSI|GP62M 7RDX|15.6|Intel|Core i7 7700HQ|8|128|SSD|Windows 10|White
HP|Spectre Pro|13.3|Intel|Core i5 6300U|8|256|SSD|Windows 10|Gold
HP|ZBook 15|15.6|Intel|Core i7 6700HQ|8|256|SSD|Windows 7|Green
HP|Spectre Pro|13.3|Intel|Core i7 6600U|8|256|SSD|Windows 10|Black
HP|ZBook Studio|15.6|Intel|Core i7 6700HQ|8|256|SSD|Windows 7|Green
